"","TeamName","Season","NumOT","TeamID","Score","FGM","FGA","FGM3","FGA3","WFTM","FTA","OR","DR","Ast","TO","Stl","Blk","Pf","Won","FGPCT","FG3PCT","FTP"
"200","North Carolina",2022,0,1314,94,32,62,9,21,21,28,11,24,16,7,2,6,14,"1",0.516129032258065,0.428571428571429,0.75
"201","Northwestern",2022,0,1321,95,35,57,8,20,17,23,6,26,26,6,5,1,15,"1",0.614035087719298,0.4,0.739130434782609
"202","Oakland",2022,0,1324,56,20,52,6,20,10,12,8,22,9,16,6,2,12,"1",0.384615384615385,0.3,0.833333333333333
"203","Ohio St",2022,0,1326,84,27,50,10,26,20,30,4,28,17,10,5,8,19,"1",0.54,0.384615384615385,0.666666666666667
"204","Oklahoma",2022,0,1328,96,39,67,11,26,7,12,10,39,22,10,8,4,13,"1",0.582089552238806,0.423076923076923,0.583333333333333
"205","Oregon",2022,0,1332,86,33,64,9,20,11,21,11,25,10,10,6,2,18,"1",0.515625,0.45,0.523809523809524
"206","Pepperdine",2022,0,1337,65,23,56,3,19,16,25,10,27,13,15,11,2,21,"1",0.410714285714286,0.157894736842105,0.64
"207","Presbyterian",2022,1,1342,73,28,66,5,24,12,17,14,23,14,13,10,4,15,"1",0.424242424242424,0.208333333333333,0.705882352941177
"208","Princeton",2022,0,1343,66,20,47,11,31,15,24,7,24,15,18,2,0,19,"1",0.425531914893617,0.354838709677419,0.625
"209","Purdue",2022,0,1345,92,31,58,8,20,22,32,11,29,19,12,6,8,14,"1",0.53448275862069,0.4,0.6875
"210","Rhode Island",2022,0,1348,83,29,58,5,13,20,29,14,37,15,17,6,12,25,"1",0.5,0.384615384615385,0.689655172413793
"211","Rider",2022,0,1351,81,23,55,11,26,24,31,12,29,9,9,10,2,22,"1",0.418181818181818,0.423076923076923,0.774193548387097
"212","S Illinois",2022,0,1356,73,29,51,4,18,11,20,8,25,14,11,6,0,9,"1",0.568627450980392,0.222222222222222,0.55
"213","San Diego",2022,0,1360,75,30,61,5,13,10,14,6,21,10,11,2,7,17,"1",0.491803278688525,0.384615384615385,0.714285714285714
"214","Santa Clara",2022,0,1365,88,34,57,12,25,8,15,4,25,27,12,6,5,12,"1",0.596491228070175,0.48,0.533333333333333
"215","St Louis",2022,0,1387,86,32,65,3,15,19,24,15,31,15,9,8,2,17,"1",0.492307692307692,0.2,0.791666666666667
"216","St Mary's CA",2022,0,1388,67,24,58,7,21,12,18,9,23,12,12,8,1,19,"1",0.413793103448276,0.333333333333333,0.666666666666667
"217","Texas A&M",2022,2,1401,81,24,54,9,21,24,33,10,29,14,20,8,6,15,"1",0.444444444444444,0.428571428571429,0.727272727272727
"218","Texas Tech",2022,0,1403,88,28,61,10,30,22,29,18,22,17,12,7,3,16,"1",0.459016393442623,0.333333333333333,0.758620689655172
"219","UAB",2022,0,1412,85,33,61,10,25,9,14,3,15,20,9,12,3,24,"1",0.540983606557377,0.4,0.642857142857143
"220","UC Davis",2022,0,1413,84,29,67,6,26,20,31,10,27,12,12,13,7,29,"1",0.432835820895522,0.230769230769231,0.645161290322581
"221","UCLA",2022,1,1417,86,30,64,9,24,17,19,12,31,12,14,4,4,18,"1",0.46875,0.375,0.894736842105263
"222","Louisiana",2022,0,1418,66,20,61,11,32,15,24,12,27,11,18,15,5,19,"1",0.327868852459016,0.34375,0.625
"223","UNC Greensboro",2022,1,1422,70,29,63,5,15,7,12,13,27,14,17,6,2,15,"1",0.46031746031746,0.333333333333333,0.583333333333333
"224","Utah St",2022,0,1429,85,31,56,8,18,15,19,7,30,17,8,1,1,10,"1",0.553571428571429,0.444444444444444,0.789473684210526
"225","Virginia",2022,0,1438,73,20,47,9,19,24,29,10,21,14,9,9,7,13,"1",0.425531914893617,0.473684210526316,0.827586206896552
"226","Virginia Tech",2022,0,1439,77,27,54,8,19,15,19,6,26,14,9,5,2,17,"1",0.5,0.421052631578947,0.789473684210526
"227","Wake Forest",2022,0,1448,87,31,60,6,18,19,28,9,24,9,14,12,2,19,"1",0.516666666666667,0.333333333333333,0.678571428571429
"228","Washington St",2022,0,1450,79,26,54,8,23,19,33,12,24,9,12,4,7,22,"1",0.481481481481481,0.347826086956522,0.575757575757576
"229","West Virginia",2022,0,1452,74,30,59,9,22,5,11,7,11,15,11,17,11,17,"1",0.508474576271186,0.409090909090909,0.454545454545455
"230","Wisconsin",2022,0,1458,72,24,64,5,21,19,21,16,30,9,7,10,6,18,"1",0.375,0.238095238095238,0.904761904761905
"231","Xavier",2022,0,1462,73,25,62,6,29,17,22,18,25,14,16,8,9,16,"1",0.403225806451613,0.206896551724138,0.772727272727273
"232","Yale",2022,0,1463,91,32,59,9,21,18,20,5,27,14,12,4,1,24,"1",0.542372881355932,0.428571428571429,0.9
"233","Dixie St",2022,0,1469,83,31,60,6,19,15,21,2,24,20,12,4,3,26,"1",0.516666666666667,0.315789473684211,0.714285714285714
"234","Air Force",2022,0,1102,59,24,49,9,27,2,3,4,24,13,17,3,3,13,"1",0.489795918367347,0.333333333333333,0.666666666666667
"235","Arkansas",2022,0,1116,86,32,68,13,27,9,15,11,26,23,9,6,5,17,"1",0.470588235294118,0.481481481481481,0.6
"236","Army",2022,0,1119,86,30,63,12,32,14,24,8,25,20,8,9,3,23,"1",0.476190476190476,0.375,0.583333333333333
"237","Ball St",2022,0,1123,73,23,55,11,24,16,27,8,27,16,10,4,1,11,"1",0.418181818181818,0.458333333333333,0.592592592592593
"238","Belmont",2022,0,1125,81,31,59,11,29,8,15,11,28,19,12,10,5,14,"1",0.525423728813559,0.379310344827586,0.533333333333333
"239","Butler",2022,0,1139,70,25,47,12,25,8,12,6,24,18,19,2,3,15,"1",0.531914893617021,0.48,0.666666666666667
"240","Cincinnati",2022,0,1153,73,28,70,4,20,13,20,15,22,15,7,8,5,9,"1",0.4,0.2,0.65
"241","Col Charleston",2022,0,1158,79,25,63,9,28,20,29,16,26,14,15,7,2,17,"1",0.396825396825397,0.321428571428571,0.689655172413793
"242","Colorado",2022,0,1160,87,28,57,7,17,24,33,12,29,14,18,7,4,21,"1",0.491228070175439,0.411764705882353,0.727272727272727
"243","Connecticut",2022,0,1163,89,35,76,10,30,9,14,15,30,24,11,11,2,20,"1",0.460526315789474,0.333333333333333,0.642857142857143
"244","Dartmouth",2022,0,1171,69,25,60,16,38,3,5,7,25,14,13,7,5,11,"1",0.416666666666667,0.421052631578947,0.6
"245","Delaware",2022,0,1174,83,31,56,6,15,15,17,8,25,8,11,8,6,12,"1",0.553571428571429,0.4,0.882352941176471
"246","DePaul",2022,0,1177,99,35,63,7,17,22,28,8,34,15,12,10,5,20,"1",0.555555555555556,0.411764705882353,0.785714285714286
"247","Duke",2022,0,1181,67,25,50,9,23,8,11,6,24,16,10,6,4,12,"1",0.5,0.391304347826087,0.727272727272727
"248","E Kentucky",2022,0,1184,77,26,67,13,33,12,19,15,21,11,10,7,1,16,"1",0.388059701492537,0.393939393939394,0.631578947368421
"249","Ga Southern",2022,0,1204,53,20,44,5,17,8,12,10,24,9,12,8,2,15,"1",0.454545454545455,0.294117647058824,0.666666666666667
"250","Gonzaga",2022,0,1211,86,32,59,7,19,15,17,7,19,17,6,5,3,13,"1",0.542372881355932,0.368421052631579,0.882352941176471
"251","Hawaii",2022,0,1218,73,24,55,7,27,18,23,7,29,9,9,2,1,19,"1",0.436363636363636,0.259259259259259,0.782608695652174
"252","Hofstra",2022,0,1220,73,29,50,10,21,5,8,6,29,17,13,3,0,16,"1",0.58,0.476190476190476,0.625
"253","Howard",2022,0,1224,76,26,50,13,24,11,14,6,20,16,16,9,1,24,"1",0.52,0.541666666666667,0.785714285714286
"254","IL Chicago",2022,1,1227,74,29,69,9,28,7,11,11,29,13,12,7,4,14,"1",0.420289855072464,0.321428571428571,0.636363636363636
"255","Iona",2022,1,1233,90,27,64,4,17,32,42,10,17,15,16,13,8,24,"1",0.421875,0.235294117647059,0.761904761904762
"256","Jacksonville",2022,0,1239,63,21,50,4,14,17,27,9,26,9,15,12,3,9,"1",0.42,0.285714285714286,0.62962962962963
"257","Jacksonville St",2022,0,1240,70,20,52,13,29,17,20,7,33,16,11,6,2,14,"1",0.384615384615385,0.448275862068966,0.85
"258","James Madison",2022,0,1241,58,20,59,7,31,11,15,11,21,10,16,9,2,15,"1",0.338983050847458,0.225806451612903,0.733333333333333
"259","La Salle",2022,0,1247,67,23,47,4,18,17,21,7,20,16,22,12,5,21,"1",0.48936170212766,0.222222222222222,0.80952380952381
"260","Lipscomb",2022,0,1252,93,32,54,7,16,22,24,6,28,23,14,3,2,12,"1",0.592592592592593,0.4375,0.916666666666667
"261","Loyola-Chicago",2022,0,1260,89,33,62,8,21,15,25,13,24,23,10,6,4,19,"1",0.532258064516129,0.380952380952381,0.6
"262","MA Lowell",2022,0,1262,59,22,62,8,26,7,9,9,20,5,8,6,1,20,"1",0.354838709677419,0.307692307692308,0.777777777777778
"263","Maryland",2022,0,1268,68,22,60,6,27,18,23,12,31,14,7,5,6,16,"1",0.366666666666667,0.222222222222222,0.782608695652174
"264","Memphis",2022,0,1272,90,26,52,7,19,31,47,11,31,13,18,12,13,25,"1",0.5,0.368421052631579,0.659574468085106
"265","Miami OH",2022,0,1275,104,39,64,17,32,9,13,8,26,27,12,8,4,17,"1",0.609375,0.53125,0.692307692307692
"266","Michigan",2022,0,1276,77,25,55,10,29,17,32,16,34,13,19,6,3,15,"1",0.454545454545455,0.344827586206897,0.53125
"267","Mississippi St",2022,0,1280,86,32,61,13,23,9,15,9,36,18,8,8,4,13,"1",0.524590163934426,0.565217391304348,0.6
"268","Missouri St",2022,0,1283,78,27,63,8,30,16,19,13,27,13,13,9,7,12,"1",0.428571428571429,0.266666666666667,0.842105263157895
"269","Monmouth NJ",2022,0,1284,79,22,44,5,11,30,36,6,23,7,19,2,1,29,"1",0.5,0.454545454545455,0.833333333333333
"270","Murray St",2022,0,1293,78,28,54,8,25,14,22,9,22,10,11,9,2,17,"1",0.518518518518518,0.32,0.636363636363636
"271","NC State",2022,0,1301,77,28,57,4,15,17,21,9,20,9,6,5,1,12,"1",0.491228070175439,0.266666666666667,0.80952380952381
"272","New Mexico St",2022,0,1308,77,26,50,8,20,17,30,11,28,11,15,4,2,21,"1",0.52,0.4,0.566666666666667
"273","NJIT",2022,0,1312,73,22,50,9,15,20,24,5,27,9,14,9,3,21,"1",0.44,0.6,0.833333333333333
"274","Norfolk St",2022,0,1313,66,19,43,2,11,26,34,6,20,4,26,15,1,22,"1",0.441860465116279,0.181818181818182,0.764705882352941
"275","Notre Dame",2022,0,1323,68,24,49,11,27,9,14,7,20,14,12,5,2,15,"1",0.489795918367347,0.407407407407407,0.642857142857143
"276","Ohio",2022,0,1325,67,24,63,12,31,7,10,10,25,22,12,8,3,16,"1",0.380952380952381,0.387096774193548,0.7
"277","Portland",2022,0,1339,62,18,53,5,23,21,23,7,20,10,11,4,3,18,"1",0.339622641509434,0.217391304347826,0.91304347826087
"278","Rutgers",2022,0,1353,48,15,48,4,14,14,22,11,35,12,13,3,7,8,"1",0.3125,0.285714285714286,0.636363636363636
"279","San Francisco",2022,0,1362,65,22,48,8,24,13,19,6,24,11,17,13,3,20,"1",0.458333333333333,0.333333333333333,0.684210526315789
"280","Southern Univ",2022,0,1380,73,30,59,8,19,5,8,7,25,24,20,6,4,12,"1",0.508474576271186,0.421052631578947,0.625
"281","St John's",2022,0,1385,91,30,59,13,29,18,22,8,25,20,15,10,7,17,"1",0.508474576271186,0.448275862068966,0.818181818181818
"282","St Joseph's PA",2022,0,1386,80,30,58,10,18,10,12,12,27,15,17,7,4,19,"1",0.517241379310345,0.555555555555556,0.833333333333333
"283","Toledo",2022,0,1405,81,29,60,7,22,16,23,11,29,16,10,5,1,16,"1",0.483333333333333,0.318181818181818,0.695652173913043
"284","UC Irvine",2022,0,1414,58,20,49,6,9,12,19,5,31,13,12,4,5,17,"1",0.408163265306122,0.666666666666667,0.631578947368421
"285","UCF",2022,0,1416,95,30,60,11,27,24,27,14,27,18,16,3,0,27,"1",0.5,0.407407407407407,0.888888888888889
"286","UNLV",2022,0,1424,55,21,56,10,29,3,5,5,25,14,12,4,3,13,"1",0.375,0.344827586206897,0.6
"287","USC",2022,0,1425,76,27,57,4,12,18,27,9,28,20,11,7,1,22,"1",0.473684210526316,0.333333333333333,0.666666666666667
"288","Utah",2022,0,1428,89,28,62,7,23,26,36,12,36,18,14,5,9,12,"1",0.451612903225806,0.304347826086957,0.722222222222222
"289","Wagner",2022,0,1447,58,21,57,3,17,13,15,14,24,11,13,6,1,19,"1",0.368421052631579,0.176470588235294,0.866666666666667
"290","Wichita St",2022,0,1455,64,22,59,8,26,12,16,10,28,13,12,6,5,12,"1",0.372881355932203,0.307692307692308,0.75
"291","Winthrop",2022,1,1457,88,33,64,14,30,8,17,5,26,17,10,9,7,18,"1",0.515625,0.466666666666667,0.470588235294118
"292","Youngstown St",2022,0,1464,97,31,63,7,20,28,36,10,27,13,7,3,1,27,"1",0.492063492063492,0.35,0.777777777777778
"293","Cal Baptist",2022,0,1465,95,32,54,11,23,20,30,11,36,23,22,6,4,23,"1",0.592592592592593,0.478260869565217,0.666666666666667
"294","UC San Diego",2022,0,1471,75,23,50,11,25,18,26,5,33,18,19,6,0,18,"1",0.46,0.44,0.692307692307692
"295","St Thomas MN",2022,0,1472,91,34,61,14,31,9,9,4,22,15,10,8,2,14,"1",0.557377049180328,0.451612903225806,1
"296","Binghamton",2022,0,1127,72,29,56,10,20,4,7,7,22,8,11,6,3,22,"1",0.517857142857143,0.5,0.571428571428571
"297","Boston College",2022,0,1130,72,25,50,6,9,16,27,8,26,12,14,9,4,21,"1",0.5,0.666666666666667,0.592592592592593
"298","Brown",2022,0,1135,75,26,53,11,23,12,17,6,22,15,13,8,7,16,"1",0.490566037735849,0.478260869565217,0.705882352941177
"299","Chattanooga",2022,0,1151,75,31,67,6,21,7,9,17,29,19,11,9,0,16,"1",0.462686567164179,0.285714285714286,0.777777777777778
"300","Drake",2022,0,1179,99,32,59,12,24,23,30,12,31,14,11,10,2,22,"1",0.542372881355932,0.5,0.766666666666667
"301","East Carolina",2022,0,1187,95,34,66,9,18,18,22,8,22,21,8,10,5,10,"1",0.515151515151515,0.5,0.818181818181818
"302","Florida",2022,0,1196,71,24,62,8,28,15,20,16,24,11,14,9,10,12,"1",0.387096774193548,0.285714285714286,0.75
"303","George Mason",2022,0,1206,90,30,58,15,33,15,20,10,31,18,16,9,6,10,"1",0.517241379310345,0.454545454545455,0.75
"304","Lipscomb",2022,0,1252,70,20,41,8,16,22,33,2,34,11,19,4,1,17,"1",0.48780487804878,0.5,0.666666666666667
"305","Minnesota",2022,2,1278,87,34,63,4,10,15,29,2,41,6,14,10,5,16,"1",0.53968253968254,0.4,0.517241379310345
"306","Oklahoma St",2022,0,1329,72,20,43,4,13,28,46,7,22,13,20,17,7,19,"1",0.465116279069767,0.307692307692308,0.608695652173913
"307","Penn",2022,0,1335,73,25,61,10,22,13,15,7,27,12,8,9,7,14,"1",0.409836065573771,0.454545454545455,0.866666666666667
"308","Rider",2022,0,1351,63,23,71,5,27,12,16,13,28,9,12,9,3,15,"1",0.323943661971831,0.185185185185185,0.75
"309","S Dakota St",2022,0,1355,83,32,58,9,25,10,16,5,26,18,18,4,1,18,"1",0.551724137931034,0.36,0.625
"310","Seattle",2022,0,1370,77,29,58,9,23,10,10,2,27,14,8,5,4,21,"1",0.5,0.391304347826087,1
"311","Seton Hall",2022,0,1371,80,30,64,8,24,12,18,11,38,9,16,12,5,21,"1",0.46875,0.333333333333333,0.666666666666667
"312","South Carolina",2022,0,1376,75,26,57,9,27,14,18,13,32,15,22,12,5,16,"1",0.456140350877193,0.333333333333333,0.777777777777778
"313","St Bonaventure",2022,0,1382,69,23,53,2,15,21,27,5,27,11,14,5,8,16,"1",0.433962264150943,0.133333333333333,0.777777777777778
"314","Syracuse",2022,0,1393,75,30,54,8,16,7,10,4,19,17,11,15,5,12,"1",0.555555555555556,0.5,0.7
"315","Tennessee",2022,0,1397,94,34,74,10,23,16,18,17,29,19,12,14,4,15,"1",0.459459459459459,0.434782608695652,0.888888888888889
"316","Texas A&M",2022,0,1401,86,28,58,11,29,19,24,14,20,21,10,6,4,14,"1",0.482758620689655,0.379310344827586,0.791666666666667
"317","Vanderbilt",2022,0,1435,79,24,54,12,27,19,25,7,26,13,8,3,1,18,"1",0.444444444444444,0.444444444444444,0.76
"318","Wyoming",2022,0,1461,85,29,50,8,19,19,31,8,33,12,13,5,2,11,"1",0.58,0.421052631578947,0.612903225806452
"319","Arizona St",2022,0,1113,72,28,60,9,19,7,18,13,24,16,12,5,5,18,"1",0.466666666666667,0.473684210526316,0.388888888888889
"320","Baylor",2022,0,1124,89,37,72,13,30,2,5,12,31,33,19,8,4,19,"1",0.513888888888889,0.433333333333333,0.4
"321","Belmont",2022,1,1125,95,35,70,10,26,15,18,12,22,15,15,9,6,11,"1",0.5,0.384615384615385,0.833333333333333
"322","Buffalo",2022,0,1138,69,26,52,9,22,8,12,7,24,14,15,6,4,19,"1",0.5,0.409090909090909,0.666666666666667
"323","C Michigan",2022,0,1141,62,25,59,9,25,3,12,5,26,12,11,11,3,20,"1",0.423728813559322,0.36,0.25
"324","California",2022,1,1143,75,28,56,10,15,9,13,3,26,16,8,5,2,13,"1",0.5,0.666666666666667,0.692307692307692
"325","Clemson",2022,0,1155,93,35,62,10,18,13,18,9,30,20,6,4,2,11,"1",0.564516129032258,0.555555555555556,0.722222222222222
"326","Colorado",2022,0,1160,90,31,57,7,14,21,30,10,32,15,10,12,3,16,"1",0.543859649122807,0.5,0.7
"327","CS Sacramento",2022,0,1170,58,18,47,6,17,16,22,5,20,6,12,3,4,23,"1",0.382978723404255,0.352941176470588,0.727272727272727
"328","Denver",2022,0,1176,63,21,46,8,16,13,24,4,22,9,12,9,3,12,"1",0.456521739130435,0.5,0.541666666666667
"329","Fordham",2022,0,1200,84,29,55,10,29,16,27,8,32,23,11,4,4,19,"1",0.527272727272727,0.344827586206897,0.592592592592593
"330","Fresno St",2022,0,1201,69,27,52,4,14,11,20,11,29,17,15,5,2,17,"1",0.519230769230769,0.285714285714286,0.55
"331","Georgia Tech",2022,0,1210,75,28,62,12,25,7,13,7,26,22,10,3,1,15,"1",0.451612903225806,0.48,0.538461538461538
"332","Gonzaga",2022,0,1211,84,34,58,7,19,9,12,5,31,26,13,5,6,14,"1",0.586206896551724,0.368421052631579,0.75
"333","Louisville",2022,0,1257,77,28,50,10,24,11,16,4,19,18,16,14,4,18,"1",0.56,0.416666666666667,0.6875
"334","LSU",2022,0,1261,74,27,59,8,22,12,14,8,25,13,14,16,6,17,"1",0.457627118644068,0.363636363636364,0.857142857142857
"335","Marquette",2022,0,1266,67,22,54,5,17,18,31,5,22,9,14,10,7,16,"1",0.407407407407407,0.294117647058824,0.580645161290323
"336","Massachusetts",2022,0,1269,81,26,54,13,29,16,23,7,19,14,8,8,2,18,"1",0.481481481481481,0.448275862068966,0.695652173913043
"337","Missouri KC",2022,0,1282,80,28,55,11,23,13,20,6,25,12,14,8,1,24,"1",0.509090909090909,0.478260869565217,0.65
"338","New Mexico",2022,0,1307,86,31,68,10,28,14,17,6,27,14,12,11,9,16,"1",0.455882352941176,0.357142857142857,0.823529411764706
"339","North Dakota",2022,0,1315,79,24,49,9,19,22,30,6,21,11,13,5,2,22,"1",0.489795918367347,0.473684210526316,0.733333333333333
"340","Ohio",2022,0,1325,85,32,69,8,26,13,14,11,23,13,10,7,3,10,"1",0.463768115942029,0.307692307692308,0.928571428571429
"341","Ohio St",2022,0,1326,89,36,70,12,32,5,7,11,26,27,12,8,2,12,"1",0.514285714285714,0.375,0.714285714285714
"342","Old Dominion",2022,0,1330,79,29,57,5,10,16,25,9,21,18,6,10,6,19,"1",0.508771929824561,0.5,0.64
"343","Presbyterian",2022,2,1342,74,24,79,10,35,16,19,14,28,12,10,10,2,22,"1",0.30379746835443,0.285714285714286,0.842105263157895
"344","Providence",2022,0,1344,63,22,54,8,22,11,19,11,31,11,14,3,6,18,"1",0.407407407407407,0.363636363636364,0.578947368421053
"345","Quinnipiac",2022,0,1346,76,28,63,11,29,9,17,10,26,22,13,8,3,14,"1",0.444444444444444,0.379310344827586,0.529411764705882
"346","San Francisco",2022,0,1362,77,25,57,11,32,16,25,7,30,17,11,5,6,23,"1",0.43859649122807,0.34375,0.64
"347","SMU",2022,0,1374,95,35,67,11,28,14,19,14,38,20,11,6,3,11,"1",0.522388059701492,0.392857142857143,0.736842105263158
"348","South Florida",2022,0,1378,56,19,59,5,22,13,20,13,25,13,13,8,6,11,"1",0.322033898305085,0.227272727272727,0.65
"349","St Mary's CA",2022,0,1388,70,29,72,10,29,2,3,9,27,14,8,9,3,12,"1",0.402777777777778,0.344827586206897,0.666666666666667
"350","Stanford",2022,0,1390,76,30,61,4,14,12,25,14,24,15,8,6,2,20,"1",0.491803278688525,0.285714285714286,0.48
"351","TCU",2022,0,1395,83,34,69,8,22,7,11,18,34,20,14,8,4,11,"1",0.492753623188406,0.363636363636364,0.636363636363636
"352","Texas Tech",2022,0,1403,84,31,71,10,27,12,22,21,23,19,15,12,0,18,"1",0.436619718309859,0.37037037037037,0.545454545454545
"353","Tulsa",2022,0,1409,64,21,54,6,23,16,20,12,22,8,10,8,0,14,"1",0.388888888888889,0.260869565217391,0.8
"354","UCLA",2022,0,1417,100,40,78,11,31,9,11,10,18,22,8,7,6,17,"1",0.512820512820513,0.354838709677419,0.818181818181818
"355","UNC Greensboro",2022,0,1422,55,19,53,7,24,10,13,8,40,11,19,4,2,10,"1",0.358490566037736,0.291666666666667,0.769230769230769
"356","UNLV",2022,0,1424,64,26,63,4,19,8,13,11,30,17,8,6,4,19,"1",0.412698412698413,0.210526315789474,0.615384615384615
"357","Utah",2022,0,1428,86,27,56,11,28,21,24,12,31,19,13,5,7,14,"1",0.482142857142857,0.392857142857143,0.875
"358","Utah Valley",2022,1,1430,86,32,63,9,15,13,21,8,23,14,14,7,0,12,"1",0.507936507936508,0.6,0.619047619047619
"359","Virginia Tech",2022,0,1439,65,25,58,10,23,5,6,5,33,10,15,7,3,14,"1",0.431034482758621,0.434782608695652,0.833333333333333
"360","Washington",2022,0,1449,72,23,57,6,22,20,28,9,18,9,12,8,7,17,"1",0.403508771929825,0.272727272727273,0.714285714285714
"361","Washington St",2022,0,1450,73,28,61,2,16,15,18,11,23,10,9,7,7,21,"1",0.459016393442623,0.125,0.833333333333333
"362","Weber St",2022,0,1451,63,19,44,6,16,19,28,2,24,10,16,9,7,17,"1",0.431818181818182,0.375,0.678571428571429
"363","Abilene Chr",2022,1,1101,80,22,67,7,20,29,38,17,23,13,14,15,0,25,"1",0.328358208955224,0.35,0.763157894736842
"364","Alabama",2022,0,1104,73,27,61,7,27,12,19,9,26,13,22,12,9,17,"1",0.442622950819672,0.259259259259259,0.631578947368421
"365","Arizona",2022,0,1112,97,34,66,13,27,16,22,13,35,21,8,8,6,14,"1",0.515151515151515,0.481481481481481,0.727272727272727
"366","BYU",2022,0,1140,81,34,57,9,22,4,7,7,26,14,9,5,5,18,"1",0.596491228070175,0.409090909090909,0.571428571428571
"367","Chattanooga",2022,0,1151,69,25,59,9,23,10,14,11,16,16,7,5,3,13,"1",0.423728813559322,0.391304347826087,0.714285714285714
"368","Cincinnati",2022,0,1153,89,29,61,11,28,20,25,11,29,22,12,6,4,20,"1",0.475409836065574,0.392857142857143,0.8
"369","Cornell",2022,0,1165,78,29,67,6,25,14,22,11,35,13,13,6,2,17,"1",0.432835820895522,0.24,0.636363636363636
"370","Creighton",2022,0,1166,77,28,60,10,23,11,20,11,35,16,16,5,7,14,"1",0.466666666666667,0.434782608695652,0.55
"371","CS Fullerton",2022,0,1168,74,26,60,4,11,18,20,15,25,6,10,5,2,12,"1",0.433333333333333,0.363636363636364,0.9
"372","Duke",2022,0,1181,92,36,63,10,22,10,14,8,33,24,11,8,7,12,"1",0.571428571428571,0.454545454545455,0.714285714285714
"373","Georgetown",2022,0,1207,79,28,63,7,24,16,26,13,34,16,13,11,5,17,"1",0.444444444444444,0.291666666666667,0.615384615384615
"374","Georgia",2022,0,1208,76,28,61,7,22,13,21,8,24,16,9,13,2,11,"1",0.459016393442623,0.318181818181818,0.619047619047619
"375","Houston",2022,0,1222,67,24,49,11,20,8,15,9,23,15,10,12,4,17,"1",0.489795918367347,0.55,0.533333333333333
"376","Iona",2022,0,1233,82,28,54,9,24,17,29,5,28,20,12,7,10,21,"1",0.518518518518518,0.375,0.586206896551724
"377","Iowa",2022,0,1234,86,23,61,5,23,35,41,16,24,15,8,5,4,14,"1",0.377049180327869,0.217391304347826,0.853658536585366
"378","Iowa St",2022,0,1235,68,26,70,1,20,15,19,10,23,13,8,12,6,14,"1",0.371428571428571,0.05,0.789473684210526
"379","PFW",2022,0,1236,65,21,51,6,14,17,21,7,22,12,14,9,4,13,"1",0.411764705882353,0.428571428571429,0.80952380952381
"380","James Madison",2022,0,1241,79,29,66,5,19,16,19,12,30,10,18,6,1,15,"1",0.439393939393939,0.263157894736842,0.842105263157895
"381","Kentucky",2022,0,1246,80,34,64,4,10,8,8,10,25,15,12,9,6,17,"1",0.53125,0.4,1
"382","Loyola-Chicago",2022,0,1260,92,33,58,11,23,15,20,7,22,22,11,9,4,15,"1",0.568965517241379,0.478260869565217,0.75
